# Tm,Pos,Player,Season,Age,Tm,Pts Won,Pts Max,Share,1st Tm,2nd Tm,3rd Tm,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48
ORV,F,Clifford Robinson,1996,29,POR,1,565,0.002,0.0,0.0,1.0,78,38.2,21.1,5.7,2.4,1.1,0.9,0.423,0.378,0.664,8.0,0.13
ORV,G,Damon Stoudamire,1996,22,TOR,1,565,0.002,0.0,0.0,1.0,70,40.9,19.0,4.0,9.3,1.4,0.3,0.426,0.395,0.797,4.3,0.072
ORV,G,Nick Van Exel,1996,24,LAL,1,565,0.002,0.0,0.0,1.0,74,34.0,14.9,2.4,6.9,0.9,0.1,0.417,0.357,0.799,5.7,0.109
ORV,F,Clarence Weatherspoon,1996,25,PHI,1,565,0.002,0.0,0.0,1.0,78,39.7,16.7,9.7,2.0,1.4,1.4,0.484,0.0,0.746,5.8,0.089
1st,G,Michael Jordan,1997,33,CHI,575,575,1.0,115.0,0.0,0.0,82,37.9,29.6,5.9,4.3,1.7,0.5,0.486,0.374,0.833,18.3,0.283
1st,F,Karl Malone,1997,33,UTA,575,575,1.0,115.0,0.0,0.0,82,36.6,27.4,9.9,4.5,1.4,0.6,0.55,0.0,0.755,16.7,0.268
1st,C,Hakeem Olajuwon,1997,34,HOU,514,575,0.894,89.0,,,78,36.6,23.2,9.2,3.0,1.5,2.2,0.51,0.313,0.787,9.1,0.154
1st,F,Grant Hill,1997,24,DET,483,575,0.84,76.0,,,80,39.3,21.4,9.0,7.3,1.8,0.6,0.496,0.303,0.711,14.6,0.223
1st,G,Tim Hardaway,1997,30,MIA,435,575,0.757,62.0,,,81,38.7,20.3,3.4,8.6,1.9,0.1,0.415,0.344,0.799,12.9,0.198
2nd,G,Gary Payton,1997,28,SEA,386,575,0.671,42.0,,,82,39.2,21.8,4.6,7.1,2.4,0.2,0.476,0.313,0.715,12.9,0.193
2nd,F,Scottie Pippen,1997,31,CHI,337,575,0.586,19.0,,,82,37.7,20.2,6.5,5.7,1.9,0.5,0.474,0.368,0.701,13.1,0.203
2nd,C,Patrick Ewing,1997,34,NYK,327,575,0.569,20.0,,,78,37.0,22.4,10.7,2.0,0.9,2.4,0.488,0.222,0.754,9.8,0.163
2nd,F,Glen Rice,1997,29,CHH,316,575,0.55,20.0,,,79,42.6,26.8,4.0,2.0,0.9,0.3,0.477,0.47,0.867,10.8,0.154
2nd,G,Mitch Richmond,1997,31,SAC,198,575,0.344,1.0,,,81,38.6,25.9,3.9,4.2,1.5,0.3,0.454,0.428,0.861,10.8,0.166
3rd,G,John Stockton,1997,34,UTA,142,575,0.247,6.0,,,82,35.3,14.4,2.8,10.5,2.0,0.2,0.548,0.422,0.846,13.6,0.226
3rd,F,Anthony Mason,1997,30,CHH,110,575,0.191,0.0,,,73,43.1,16.2,11.4,5.7,1.0,0.5,0.525,0.333,0.745,11.4,0.173
3rd,C,Shaquille O'Neal,1997,24,LAL,72,575,0.125,3.0,,,51,38.1,26.2,12.5,3.1,0.9,2.9,0.557,0.0,0.484,8.0,0.197
3rd,G,Anfernee Hardaway,1997,25,ORL,62,575,0.108,2.0,,,59,37.6,20.5,4.5,5.6,1.6,0.6,0.447,0.318,0.82,8.1,0.175
3rd,F,Vin Baker,1997,25,MIL,61,575,0.106,0.0,,,78,40.5,21.0,10.3,2.7,1.0,1.4,0.505,0.278,0.687,8.3,0.127
ORV,C,Alonzo Mourning,1997,26,MIA,67,575,0.117,0.0,,,66,35.2,19.8,9.9,1.6,0.8,2.9,0.534,0.111,0.642,8.4,0.174
ORV,F,Tom Gugliotta,1997,27,MIN,60,575,0.104,0.0,,,81,38.7,20.6,8.7,4.1,1.6,1.1,0.442,0.258,0.82,6.7,0.103
ORV,G,Mookie Blaylock,1997,29,ATL,57,575,0.099,1.0,,,78,39.2,17.4,5.3,5.9,2.7,0.3,0.432,0.366,0.753,12.5,0.197
ORV,G,Kevin Johnson,1997,30,PHO,57,575,0.099,1.0,,,70,38.0,20.1,3.6,9.3,1.5,0.2,0.496,0.441,0.852,11.7,0.211
ORV,C,Dikembe Mutombo,1997,30,ATL,55,575,0.096,3.0,,,80,37.2,13.3,11.6,1.4,0.6,3.3,0.527,0.0,0.705,11.3,0.183
ORV,F,Charles Barkley,1997,33,HOU,47,575,0.082,0.0,,,53,37.9,19.2,13.5,4.7,1.3,0.5,0.484,0.283,0.694,9.4,0.224
ORV,G,Latrell Sprewell,1997,26,GSW,44,575,0.077,0.0,,,80,41.9,24.2,4.6,6.3,1.7,0.6,0.449,0.354,0.843,8.1,0.115
ORV,G,Terrell Brandon,1997,26,CLE,30,575,0.052,0.0,,,78,36.8,19.5,3.9,6.3,1.8,0.4,0.438,0.373,0.902,10.8,0.181
ORV,F,Chris Webber,1997,23,WSB,29,575,0.05,0.0,,,72,39.0,20.1,10.3,4.6,1.7,1.9,0.518,0.397,0.565,9.3,0.159
ORV,G,Eddie Jones,1997,25,LAL,25,575,0.043,0.0,,,80,37.5,17.2,4.1,3.4,2.4,0.6,0.438,0.391,0.819,9.6,0.154
ORV,F,Christian Laettner,1997,27,ATL,20,575,0.035,0.0,,,82,38.3,18.1,8.8,2.7,1.2,0.8,0.486,0.352,0.816,11.6,0.177
ORV,G,Mark Jackson,1997,31,TOT,11,575,0.019,0.0,,,82,37.2,9.9,4.8,11.4,1.2,0.1,0.426,0.371,0.789,6.1,0.097
ORV,F,Shawn Kemp,1997,27,SEA,11,575,0.019,0.0,,,81,34.0,18.7,10.0,1.9,1.5,1.0,0.51,0.364,0.742,10.0,0.174
ORV,G,Steve Smith,1997,27,ATL,11,575,0.019,0.0,,,72,39.1,20.1,3.3,4.2,0.9,0.3,0.429,0.335,0.847,9.1,0.154
ORV,G,Reggie Miller,1997,31,IND,9,575,0.016,0.0,,,81,36.6,21.6,3.5,3.4,0.9,0.3,0.444,0.427,0.88,12.3,0.2
ORV,F,Dennis Rodman,1997,35,CHI,9,575,0.016,0.0,,,55,35.4,5.7,16.1,3.1,0.6,0.3,0.448,0.263,0.568,6.0,0.148
ORV,G,Damon Stoudamire,1997,23,TOR,8,575,0.014,0.0,,,81,40.9,20.2,4.1,8.8,1.5,0.2,0.401,0.355,0.823,7.6,0.11
ORV,G,Rod Strickland,1997,30,WSB,7,575,0.012,0.0,,,82,36.5,17.2,4.1,8.9,1.7,0.2,0.466,0.169,0.738,8.8,0.141
ORV,G,Kenny Anderson,1997,26,POR,6,575,0.01,0.0,,,82,37.6,17.5,4.4,7.1,2.0,0.2,0.427,0.361,0.768,12.4,0.193
ORV,F,Kevin Garnett,1997,20,MIN,6,575,0.01,0.0,,,77,38.9,17.0,8.0,3.1,1.4,2.1,0.499,0.286,0.754,7.3,0.116
ORV,G,Allen Iverson,1997,21,PHI,3,575,0.005,0.0,,,76,40.1,23.5,4.1,7.5,2.1,0.3,0.416,0.341,0.702,4.1,0.065
ORV,F,Loy Vaught,1997,28,LAC,3,575,0.005,0.0,,,82,34.6,14.9,10.0,1.3,1.0,0.3,0.5,0.167,0.702,6.3,0.106
ORV,G,Nick Van Exel,1997,25,LAL,2,575,0.003,0.0,0.0,2.0,79,37.2,15.3,2.9,8.5,0.9,0.1,0.402,0.378,0.825,7.2,0.118
ORV,G,Kendall Gill,1997,28,NJN,1,575,0.002,0.0,0.0,1.0,82,39.0,21.8,6.1,4.0,1.9,0.6,0.443,0.336,0.797,8.8,0.132
ORV,G,Jason Kidd,1997,23,TOT,1,575,0.002,0.0,0.0,1.0,55,35.7,10.9,4.5,9.0,2.3,0.4,0.403,0.37,0.679,4.4,0.107
ORV,F,Clifford Robinson,1997,30,POR,1,575,0.002,0.0,0.0,1.0,81,38.0,15.1,4.0,3.2,1.2,0.8,0.426,0.346,0.696,6.6,0.103
ORV,F,Glenn Robinson,1997,24,MIL,1,575,0.002,0.0,0.0,1.0,80,38.9,21.1,6.3,3.1,1.3,0.9,0.465,0.35,0.791,4.7,0.072
ORV,F,Antoine Walker,1997,20,BOS,1,575,0.002,0.0,0.0,1.0,82,36.2,17.5,9.0,3.2,1.3,0.6,0.425,0.327,0.631,1.7,0.027
1st,G,Michael Jordan,1998,34,CHI,580,580,1.0,116.0,0.0,0.0,82,38.8,28.7,5.8,3.5,1.7,0.5,0.465,0.238,0.784,15.8,0.238
1st,F,Karl Malone,1998,34,UTA,580,580,1.0,116.0,0.0,0.0,81,37.4,27.0,10.3,3.9,1.2,0.9,0.53,0.333,0.761,16.4,0.259
1st,G,Gary Payton,1998,29,SEA,561,580,0.967,108.0,,,82,38.4,19.2,4.6,8.3,2.3,0.2,0.453,0.338,0.744,12.5,0.19
1st,C,Shaquille O'Neal,1998,25,LAL,544,580,0.938,103.0,,,60,36.3,28.3,11.4,2.4,0.7,2.4,0.584,0.0,0.527,10.2,0.224
1st,F,Tim Duncan,1998,21,SAS,370,580,0.638,45.0,,,82,39.1,21.1,11.9,2.7,0.7,2.5,0.549,0.0,0.662,12.8,0.192
2nd,G,Tim Hardaway,1998,31,MIA,345,580,0.595,2.0,,,81,37.4,18.9,3.7,8.3,1.7,0.2,0.431,0.351,0.781,11.7,0.185
2nd,C,David Robinson,1998,32,SAS,332,580,0.572,13.0,,,73,33.7,21.6,10.6,2.7,0.9,2.6,0.511,0.25,0.735,13.8,0.269
2nd,F,Grant Hill,1998,25,DET,290,580,0.5,22.0,,,81,40.7,21.1,7.7,6.8,1.8,0.7,0.452,0.143,0.74,10.2,0.149
2nd,F,Vin Baker,1998,26,SEA,269,580,0.464,10.0,,,82,35.9,19.2,8.0,1.9,1.1,1.0,0.542,0.143,0.591,10.4,0.169
2nd,G,Rod Strickland,1998,31,WAS,173,580,0.298,4.0,,,76,39.7,17.8,5.3,10.5,1.7,0.3,0.434,0.25,0.726,8.1,0.129
3rd,F,Scottie Pippen,1998,32,CHI,201,580,0.347,23.0,,,44,37.5,19.1,5.2,5.8,1.8,1.0,0.447,0.318,0.777,6.6,0.193
3rd,F,Glen Rice,1998,30,CHH,179,580,0.309,14.0,,,82,40.2,22.3,4.3,2.2,0.9,0.3,0.457,0.433,0.849,9.3,0.136
3rd,G,Mitch Richmond,1998,32,SAC,139,580,0.24,0.0,,,70,36.7,23.2,3.3,4.0,1.3,0.2,0.445,0.389,0.864,7.9,0.148
3rd,G,Reggie Miller,1998,32,IND,124,580,0.214,0.0,,,81,34.5,19.5,2.9,2.1,1.0,0.1,0.477,0.429,0.868,12.0,0.206
3rd,C,Dikembe Mutombo,1998,31,ATL,80,580,0.138,0.0,,,82,35.6,13.4,11.4,1.0,0.4,3.4,0.537,0.0,0.67,10.8,0.177
ORV,G,John Stockton,1998,35,UTA,64,580,0.11,2.0,,,64,29.0,12.0,2.6,8.5,1.4,0.2,0.528,0.429,0.827,8.0,0.206
ORV,G,Jason Kidd,1998,24,PHO,63,580,0.109,0.0,,,82,38.0,11.6,6.2,9.1,2.0,0.3,0.416,0.313,0.799,8.0,0.123
ORV,F,Antoine Walker,1998,21,BOS,62,580,0.107,1.0,,,82,39.9,22.4,10.2,3.3,1.7,0.7,0.423,0.312,0.645,4.7,0.07
ORV,G,Steve Smith,1998,28,ATL,62,580,0.107,0.0,,,73,39.1,20.1,4.2,4.0,1.0,0.4,0.444,0.351,0.855,10.2,0.171
ORV,F,Dennis Rodman,1998,36,CHI,41,580,0.071,0.0,,,80,35.7,4.7,15.0,2.9,0.6,0.2,0.431,0.174,0.55,7.8,0.131
ORV,C,Alonzo Mourning,1998,27,MIA,37,580,0.064,0.0,,,58,33.4,19.2,9.6,0.9,0.7,2.2,0.551,0.0,0.665,7.5,0.185
ORV,F,Kevin Garnett,1998,21,MIN,36,580,0.062,1.0,,,82,39.3,18.5,9.6,4.2,1.7,1.8,0.491,0.188,0.738,9.6,0.143
ORV,F,Shawn Kemp,1998,28,CLE,19,580,0.033,0.0,,,80,34.6,18.0,9.3,2.5,1.4,1.1,0.445,0.25,0.727,6.8,0.118
ORV,G,Michael Finley,1998,24,DAL,17,580,0.029,0.0,,,82,41.4,21.5,5.3,4.9,1.6,0.4,0.449,0.357,0.784,7.5,0.106
ORV,C,Hakeem Olajuwon,1998,35,HOU,16,580,0.028,0.0,,,47,34.7,16.4,9.8,3.0,1.8,2.0,0.483,0.0,0.755,4.5,0.131
ORV,G,Eddie Jones,1998,26,LAL,15,580,0.026,0.0,,,80,36.4,16.9,3.8,3.1,2.0,0.7,0.484,0.389,0.765,10.1,0.166
ORV,C,Jayson Williams,1998,29,NJN,13,580,0.022,0.0,,,65,36.0,12.9,13.6,1.0,0.7,0.8,0.498,0.0,0.666,8.4,0.172
ORV,G,Allen Iverson,1998,22,PHI,11,580,0.019,0.0,,,80,39.4,22.0,3.7,6.2,2.2,0.3,0.461,0.298,0.729,9.0,0.138
ORV,C,Rik Smits,1998,31,IND,11,580,0.019,0.0,,,73,28.6,16.7,6.9,1.4,0.5,1.2,0.495,0.0,0.783,6.1,0.141
ORV,F,Shareef Abdur-Rahim,1998,21,VAN,10,580,0.017,0.0,,,82,36.0,22.3,7.1,2.6,1.1,0.9,0.485,0.412,0.784,6.9,0.113
ORV,G,Stephon Marbury,1998,20,MIN,10,580,0.017,0.0,,,82,38.0,17.7,2.8,8.6,1.3,0.1,0.415,0.313,0.731,5.3,0.082
ORV,C,Arvydas Sabonis,1998,33,POR,10,580,0.017,0.0,,,73,32.0,16.0,10.0,3.0,0.9,1.1,0.493,0.261,0.798,9.7,0.2
ORV,F,Keith Van Horn,1998,22,NJN,8,580,0.014,0.0,,,62,37.5,19.7,6.6,1.7,1.0,0.4,0.426,0.308,0.846,4.8,0.098
ORV,F,Chris Webber,1998,24,WAS,8,580,0.014,0.0,,,71,39.6,21.9,9.5,3.8,1.6,1.7,0.482,0.317,0.589,8.3,0.142
ORV,G,Allan Houston,1998,26,NYK,6,580,0.01,0.0,,,82,34.7,18.4,3.3,2.6,0.8,0.3,0.447,0.385,0.851,6.1,0.102
ORV,F,Detlef Schrempf,1998,35,SEA,5,580,0.009,0.0,,,78,35.2,15.8,7.1,4.4,0.8,0.2,0.487,0.415,0.844,10.4,0.182
ORV,G,Damon Stoudamire,1998,24,TOT,5,580,0.009,0.0,,,71,40.0,17.3,4.2,8.2,1.6,0.1,0.411,0.299,0.829,4.7,0.079
ORV,G,Mookie Blaylock,1998,30,ATL,4,580,0.007,0.0,,,70,38.6,13.2,4.9,6.7,2.6,0.3,0.392,0.269,0.709,5.6,0.099
ORV,G,Nick Anderson,1998,30,ORL,3,580,0.005,0.0,,,58,29.3,15.3,5.1,2.1,1.2,0.4,0.455,0.36,0.638,5.3,0.149
ORV,F,Anthony Mason,1998,31,CHH,3,580,0.005,0.0,,,81,38.9,12.8,10.2,4.2,0.8,0.2,0.509,0.0,0.649,9.3,0.141
ORV,F,Bo Outlaw,1998,26,ORL,3,580,0.005,0.0,,,82,36.0,9.5,7.8,2.6,1.3,2.2,0.554,0.25,0.575,7.6,0.124
ORV,F,Antonio McDyess,1998,23,PHO,2,580,0.003,0.0,0.0,2.0,81,30.1,15.1,7.6,1.3,1.2,1.7,0.536,0.0,0.702,9.4,0.185
ORV,G,Ray Allen,1998,22,MIL,1,580,0.002,0.0,0.0,1.0,82,40.1,19.5,4.9,4.3,1.4,0.1,0.428,0.364,0.875,7.0,0.102
ORV,F,Charles Barkley,1998,34,HOU,1,580,0.002,0.0,0.0,1.0,68,33.0,15.2,11.7,3.2,1.0,0.4,0.485,0.214,0.746,8.6,0.183
ORV,G,Kobe Bryant,1998,19,LAL,1,580,0.002,0.0,0.0,1.0,79,26.0,15.4,3.1,2.5,0.9,0.5,0.428,0.341,0.794,6.3,0.147
ORV,G,Sam Cassell,1998,28,NJN,1,580,0.002,0.0,0.0,1.0,75,34.7,19.6,3.0,8.0,1.6,0.3,0.441,0.188,0.86,8.3,0.152
ORV,G,Rex Chapman,1998,30,PHO,1,580,0.002,0.0,0.0,1.0,68,33.3,15.9,2.5,3.0,1.0,0.2,0.427,0.386,0.781,4.5,0.095
ORV,C,Bison Dele,1998,28,DET,1,580,0.002,0.0,0.0,1.0,78,33.6,16.2,8.9,1.2,0.9,0.7,0.511,0.333,0.707,6.9,0.126
ORV,G,Jeff Hornacek,1998,34,UTA,1,580,0.002,0.0,0.0,1.0,80,30.8,14.2,3.4,4.4,1.4,0.2,0.482,0.441,0.885,9.5,0.186
ORV,F,Juwan Howard,1998,24,WAS,1,580,0.002,0.0,0.0,1.0,64,40.0,18.5,7.0,3.3,1.3,0.4,0.467,0.0,0.721,4.6,0.086
ORV,G,Brevin Knight,1998,22,CLE,1,580,0.002,0.0,0.0,1.0,80,31.0,9.0,3.2,8.2,2.5,0.2,0.441,0.0,0.801,8.4,0.163
1st,F,Karl Malone,1999,35,UTA,580,590,0.983,113.0,,,49,37.4,23.8,9.4,4.1,1.3,0.6,0.493,0.0,0.788,9.6,0.252
1st,F,Tim Duncan,1999,22,SAS,576,590,0.976,112.0,,,50,39.3,21.7,11.4,2.4,0.9,2.5,0.495,0.143,0.69,8.7,0.213
1st,C,Alonzo Mourning,1999,28,MIA,542,590,0.919,95.0,,,46,38.1,20.1,11.0,1.6,0.7,3.9,0.511,0.0,0.652,7.9,0.216
1st,G,Allen Iverson,1999,23,PHI,532,590,0.902,93.0,,,48,41.5,26.8,4.9,4.6,2.3,0.1,0.412,0.291,0.751,7.2,0.173
1st,G,Jason Kidd,1999,25,PHO,516,590,0.875,86.0,,,50,41.2,16.9,6.8,10.8,2.3,0.4,0.444,0.366,0.757,8.1,0.188
2nd,G,Gary Payton,1999,30,SEA,440,590,0.746,51.0,,,50,40.2,21.7,4.9,8.7,2.2,0.2,0.434,0.295,0.721,7.2,0.172
2nd,C,Shaquille O'Neal,1999,26,LAL,382,590,0.647,23.0,,,49,34.8,26.3,10.7,2.3,0.7,1.7,0.576,0.0,0.54,9.0,0.255
2nd,F,Chris Webber,1999,25,SAC,278,590,0.471,3.0,,,42,40.9,20.0,13.0,4.1,1.4,2.1,0.486,0.118,0.454,3.6,0.102
2nd,F,Grant Hill,1999,26,DET,263,590,0.446,4.0,,,50,37.0,21.1,7.1,6.0,1.6,0.5,0.479,0.0,0.752,7.3,0.189
2nd,G,Tim Hardaway,1999,32,MIA,168,590,0.285,1.0,,,48,36.9,17.4,3.2,7.3,1.2,0.1,0.4,0.36,0.812,5.4,0.146
3rd,F,Kevin Garnett,1999,22,MIN,132,590,0.224,4.0,,,47,37.9,20.8,10.4,4.3,1.7,1.8,0.46,0.286,0.704,5.4,0.146
3rd,F,Antonio McDyess,1999,24,DEN,80,590,0.136,0.0,,,50,38.7,21.2,10.7,1.6,1.5,2.3,0.471,0.111,0.68,4.2,0.105
3rd,G,Kobe Bryant,1999,20,LAL,75,590,0.127,1.0,,,50,37.9,19.9,5.3,3.8,1.4,1.0,0.465,0.267,0.839,5.2,0.13
3rd,G,John Stockton,1999,36,UTA,75,590,0.127,1.0,,,50,28.2,11.1,2.9,7.5,1.6,0.3,0.488,0.32,0.811,6.4,0.217
3rd,C,Hakeem Olajuwon,1999,36,HOU,67,590,0.114,0.0,,,50,35.7,18.9,9.6,1.8,1.6,2.5,0.514,0.308,0.717,6.5,0.175
ORV,G,Steve Smith,1999,29,ATL,63,590,0.107,0.0,,,36,36.5,18.7,4.2,3.3,1.0,0.3,0.402,0.338,0.849,4.4,0.162
ORV,G,Reggie Miller,1999,33,IND,57,590,0.097,1.0,,,50,35.7,18.4,2.7,2.2,0.7,0.2,0.438,0.385,0.915,6.4,0.172
ORV,G,Stephon Marbury,1999,21,TOT,54,590,0.092,0.0,,,49,38.7,21.3,2.9,8.9,1.2,0.2,0.428,0.335,0.799,5.3,0.134
ORV,G,Anfernee Hardaway,1999,27,ORL,41,590,0.069,2.0,,,50,38.9,15.8,5.7,5.3,2.2,0.5,0.42,0.286,0.706,5.0,0.122
ORV,F,Shareef Abdur-Rahim,1999,22,VAN,36,590,0.061,0.0,,,50,40.4,23.0,7.5,3.4,1.4,1.1,0.432,0.306,0.841,4.6,0.108
ORV,C,Dikembe Mutombo,1999,32,ATL,33,590,0.056,0.0,,,50,36.6,10.8,12.2,1.1,0.3,2.9,0.512,0.0,0.684,7.9,0.206
ORV,F,Shawn Kemp,1999,29,CLE,30,590,0.051,0.0,,,42,35.1,20.5,9.2,2.4,1.1,1.1,0.482,0.5,0.789,6.3,0.205
ORV,C,David Robinson,1999,33,SAS,22,590,0.037,0.0,,,49,31.7,15.8,10.0,2.1,1.4,2.4,0.509,0.0,0.658,8.4,0.261
ORV,G,Rod Strickland,1999,32,WAS,21,590,0.036,0.0,,,44,37.1,15.7,4.8,9.9,1.7,0.1,0.416,0.286,0.746,4.1,0.12
ORV,G,Ray Allen,1999,23,MIL,16,590,0.027,0.0,,,50,34.4,17.1,4.2,3.6,1.1,0.1,0.45,0.356,0.903,5.2,0.146
ORV,G,Michael Finley,1999,25,DAL,16,590,0.027,0.0,,,50,41.0,20.2,5.3,4.4,1.3,0.3,0.444,0.331,0.823,5.4,0.126
ORV,F,Charles Barkley,1999,35,HOU,14,590,0.024,0.0,,,42,36.3,16.1,12.3,4.6,1.0,0.3,0.478,0.16,0.719,6.8,0.215
ORV,G,Darrell Armstrong,1999,30,ORL,12,590,0.02,0.0,,,50,30.0,13.8,3.6,6.7,2.2,0.1,0.441,0.365,0.904,6.4,0.205
ORV,C,Vlade Divac,1999,30,SAC,11,590,0.019,0.0,,,50,35.2,14.3,10.0,4.3,0.9,1.0,0.47,0.256,0.702,5.2,0.142
ORV,G,Vince Carter,1999,22,TOR,10,590,0.017,0.0,,,50,35.2,18.3,5.7,3.0,1.1,1.5,0.45,0.288,0.761,5.0,0.136
ORV,F,Brian Grant,1999,26,POR,10,590,0.017,0.0,,,48,31.8,11.5,9.8,1.4,0.4,0.7,0.479,0.0,0.814,5.9,0.185
ORV,G,Damon Stoudamire,1999,25,POR,10,590,0.017,0.0,,,50,33.5,12.6,3.3,6.2,1.0,0.1,0.396,0.31,0.73,3.6,0.102
ORV,G,Eddie Jones,1999,27,TOT,9,590,0.015,0.0,,,50,37.6,15.6,3.9,3.7,2.5,1.2,0.437,0.338,0.782,6.0,0.153
ORV,G,Mark Jackson,1999,33,IND,7,590,0.012,0.0,,,49,28.2,7.6,3.8,7.9,0.9,0.1,0.419,0.311,0.823,3.8,0.134
ORV,G,Mitch Richmond,1999,33,WAS,7,590,0.012,0.0,,,50,38.2,19.7,3.4,2.4,1.3,0.2,0.412,0.317,0.857,3.3,0.082
ORV,F,Glenn Robinson,1999,26,MIL,5,590,0.008,0.0,,,47,33.6,18.4,5.9,2.1,1.0,0.9,0.459,0.392,0.87,4.0,0.122
ORV,F,Keith Van Horn,1999,23,NJN,5,590,0.008,0.0,,,42,37.5,21.8,8.5,1.5,1.0,1.3,0.428,0.302,0.859,3.7,0.113
ORV,C,Arvydas Sabonis,1999,34,POR,4,590,0.007,0.0,,,50,27.0,12.1,7.9,2.4,0.7,1.3,0.485,0.292,0.771,5.8,0.207
ORV,G,Avery Johnson,1999,33,SAS,2,590,0.003,0.0,0.0,2.0,50,33.4,9.7,2.4,7.4,1.0,0.2,0.473,0.083,0.568,3.9,0.111
ORV,F,Bryon Russell,1999,28,UTA,2,590,0.003,0.0,0.0,2.0,50,35.4,12.4,5.3,1.5,1.5,0.3,0.464,0.354,0.795,5.6,0.151
ORV,F,Rasheed Wallace,1999,24,POR,2,590,0.003,0.0,0.0,2.0,49,28.9,12.8,4.9,1.2,1.0,1.1,0.508,0.419,0.732,5.0,0.169
ORV,G,Jason Williams,1999,23,SAC,2,590,0.003,0.0,0.0,2.0,50,36.1,12.8,3.1,6.0,1.9,0.0,0.374,0.31,0.752,2.1,0.055
ORV,F,Tom Gugliotta,1999,29,PHO,1,590,0.002,0.0,0.0,1.0,43,36.3,17.0,8.9,2.8,1.4,0.5,0.483,0.286,0.794,5.4,0.165
ORV,F,Scottie Pippen,1999,33,HOU,1,590,0.002,0.0,0.0,1.0,50,40.2,14.5,6.5,5.9,2.0,0.7,0.432,0.34,0.721,4.9,0.116
ORV,G,Isaiah Rider,1999,27,POR,1,590,0.002,0.0,0.0,1.0,47,29.5,13.9,4.2,2.2,0.5,0.2,0.412,0.378,0.755,2.5,0.086
ORV,C,Rik Smits,1999,32,IND,1,590,0.002,0.0,0.0,1.0,49,25.9,14.9,5.6,1.1,0.4,1.1,0.49,0.0,0.818,3.4,0.13
1st,C,Shaquille O'Neal,2000,27,LAL,605,605,1.0,121.0,0.0,0.0,79,40.0,29.7,13.6,3.8,0.5,3.0,0.574,0.0,0.524,18.6,0.283
1st,G,Gary Payton,2000,31,SEA,541,605,0.894,95.0,,,82,41.8,24.2,6.5,8.9,1.9,0.2,0.448,0.34,0.735,13.9,0.195
1st,F,Kevin Garnett,2000,23,MIN,495,605,0.818,77.0,,,81,40.0,22.9,11.8,5.0,1.5,1.6,0.497,0.37,0.765,11.6,0.172
1st,F,Tim Duncan,2000,23,SAS,460,605,0.76,48.0,,,74,38.9,23.2,12.4,3.2,0.9,2.2,0.49,0.091,0.761,13.0,0.218
1st,G,Jason Kidd,2000,26,PHO,445,605,0.736,48.0,,,67,39.0,14.3,7.2,10.1,2.0,0.4,0.409,0.337,0.829,8.5,0.156
2nd,G,Allen Iverson,2000,24,PHI,420,605,0.694,52.0,,,70,40.8,28.4,3.8,4.7,2.1,0.1,0.421,0.341,0.713,6.9,0.116
2nd,G,Kobe Bryant,2000,21,LAL,411,605,0.679,45.0,,,66,38.2,22.5,6.3,4.9,1.6,0.9,0.468,0.319,0.821,10.6,0.202
2nd,F,Karl Malone,2000,36,UTA,409,605,0.676,51.0,,,82,35.9,25.5,9.5,3.7,1.0,0.9,0.509,0.25,0.797,15.3,0.249
2nd,C,Alonzo Mourning,2000,29,MIA,354,605,0.585,0.0,,,79,34.8,21.7,9.5,1.6,0.5,3.7,0.551,0.0,0.711,12.9,0.226
2nd,F,Grant Hill,2000,27,DET,342,605,0.565,32.0,,,74,37.5,25.8,6.6,5.2,1.4,0.6,0.489,0.347,0.795,10.7,0.185
3rd,F,Chris Webber,2000,26,SAC,254,605,0.42,8.0,,,75,38.4,24.5,10.5,4.6,1.6,1.7,0.483,0.284,0.751,10.7,0.179
3rd,F,Vince Carter,2000,23,TOR,194,605,0.321,13.0,,,82,38.1,25.7,5.8,3.9,1.3,1.1,0.465,0.403,0.791,11.8,0.182
3rd,G,Eddie Jones,2000,28,CHH,125,605,0.207,2.0,,,72,39.0,20.1,4.8,4.2,2.7,0.7,0.427,0.375,0.864,10.1,0.172
3rd,C,David Robinson,2000,34,SAS,91,605,0.15,0.0,,,80,32.0,17.8,9.6,1.8,1.2,2.3,0.512,0.0,0.726,12.7,0.238
3rd,G,Stephon Marbury,2000,22,NJN,53,605,0.088,0.0,,,74,38.9,22.2,3.2,8.4,1.5,0.2,0.432,0.283,0.813,7.4,0.123
ORV,G,John Stockton,2000,37,UTA,50,605,0.083,0.0,,,82,29.7,12.1,2.6,8.6,1.7,0.2,0.501,0.355,0.86,11.2,0.222
ORV,G,Michael Finley,2000,26,DAL,49,605,0.081,0.0,,,82,42.2,22.6,6.3,5.3,1.3,0.4,0.457,0.401,0.82,8.3,0.114
ORV,G,Allan Houston,2000,28,NYK,28,605,0.046,0.0,,,82,38.6,19.7,3.3,2.7,0.8,0.2,0.483,0.436,0.838,8.6,0.13
ORV,C,Dikembe Mutombo,2000,33,ATL,26,605,0.043,0.0,,,82,36.4,11.5,14.1,1.3,0.3,3.3,0.562,0.0,0.708,9.9,0.16
ORV,G,Jerry Stackhouse,2000,25,DET,24,605,0.04,0.0,,,82,38.4,23.6,3.8,4.5,1.3,0.4,0.428,0.288,0.815,7.3,0.111
